# of reads,# of items in equivalence class,isoforms in equivalence class
6,1,ENST00000530726
6,5,"ENST00000397594, ENST00000493230, ENST00000451590, ENST00000397596, ENST00000311189"
6,4,"ENST00000397594, ENST00000451590, ENST00000397596, ENST00000417302"
6,1,ENST00000531149
6,10,"ENST00000532484, ENST00000320230, ENST00000481290, ENST00000529351, ENST00000628067, ENST00000625419, ENST00000531214, ENST00000531437, ENST00000627843, ENST00000528606"
6,14,"ENST00000429789, ENST00000323578, ENST00000531859, ENST00000528426, ENST00000528581, ENST00000525840, ENST00000525225, ENST00000533056, ENST00000533059, ENST00000528154, ENST00000534254, ENST00000530939, ENST00000436108, ENST00000449825"
6,21,"ENST00000527723, ENST00000526152, ENST00000532484, ENST00000320230, ENST00000528936, ENST00000529351, ENST00000530360, ENST00000531534, ENST00000531214, ENST00000456706, ENST00000531437, ENST00000627843, ENST00000533385, ENST00000625752, ENST00000527734, ENST00000629634, ENST00000628067, ENST00000529066, ENST00000625419, ENST00000531514, ENST00000528606"
6,5,"ENST00000527661, ENST00000530419, ENST00000432887, ENST00000334274, ENST00000531632"
6,9,"ENST00000454838, ENST00000429789, ENST00000323578, ENST00000528426, ENST00000528581, ENST00000533056, ENST00000534254, ENST00000436108, ENST00000449825"
6,2,"ENST00000531416, ENST00000526148"
6,12,"ENST00000405158, ENST00000530400, ENST00000649195, ENST00000526900, ENST00000689650, ENST00000356524, ENST00000414546, ENST00000528349, ENST00000256733, ENST00000524555, ENST00000529528, ENST00000532858"
6,3,"ENST00000524556, ENST00000431742, ENST00000438862"
6,2,"ENST00000636011, ENST00000542172"
6,13,"ENST00000675281, ENST00000676387, ENST00000689128, ENST00000689342, ENST00000689258, ENST00000688344, ENST00000690944, ENST00000676324, ENST00000689940, ENST00000525040, ENST00000692716, ENST00000256190, ENST00000689597"
6,1,ENST00000532259
6,1,ENST00000525069
6,6,"ENST00000438025, ENST00000396847, ENST00000682968, ENST00000684655, ENST00000380034, ENST00000380027"
6,2,"ENST00000678132, ENST00000640290"
6,3,"ENST00000299506, ENST00000534099, ENST00000305253"
6,3,"ENST00000335425, ENST00000309737, ENST00000343202"
6,18,"ENST00000675281, ENST00000689128, ENST00000689674, ENST00000688344, ENST00000690234, ENST00000690003, ENST00000530741, ENST00000689940, ENST00000689597, ENST00000676387, ENST00000533770, ENST00000687210, ENST00000689258, ENST00000676324, ENST00000693181, ENST00000692716, ENST00000256190, ENST00000420722"
6,2,"ENST00000528117, ENST00000309134"
6,4,"ENST00000380574, ENST00000347936, ENST00000485423, ENST00000649076"
6,13,"ENST00000682424, ENST00000644218, ENST00000645285, ENST00000642892, ENST00000299427, ENST00000643516, ENST00000647152, ENST00000643439, ENST00000533371, ENST00000644933, ENST00000528571, ENST00000647209, ENST00000436873"
6,5,"ENST00000534147, ENST00000525005, ENST00000309377, ENST00000524577, ENST00000309357"
6,5,"ENST00000524577, ENST00000534506, ENST00000309377, ENST00000309357, ENST00000299576"
6,9,"ENST00000687296, ENST00000422559, ENST00000315204, ENST00000534493, ENST00000396672, ENST00000418597, ENST00000447869, ENST00000457885, ENST00000524760"
6,9,"ENST00000529876, ENST00000534506, ENST00000396648, ENST00000309357, ENST00000525005, ENST00000309377, ENST00000524577, ENST00000534147, ENST00000299576"
6,4,"ENST00000309377, ENST00000309357, ENST00000396648, ENST00000299576"
6,2,"ENST00000449352, ENST00000524416"
6,11,"ENST00000528218, ENST00000429541, ENST00000354599, ENST00000620374, ENST00000438262, ENST00000525313, ENST00000005082, ENST00000528410, ENST00000343338, ENST00000399602, ENST00000526601"
6,1,ENST00000687296
6,11,"ENST00000530885, ENST00000608704, ENST00000529519, ENST00000608435, ENST00000311051, ENST00000608394, ENST00000608655, ENST00000299402, ENST00000608645, ENST00000609331, ENST00000609360"
6,2,"ENST00000531037, ENST00000254584"
6,4,"ENST00000381514, ENST00000429295, ENST00000397298, ENST00000381519"
6,4,"ENST00000381514, ENST00000397297, ENST00000397298, ENST00000381519"
6,1,ENST00000328194
6,1,ENST00000429295
6,8,"ENST00000679999, ENST00000680554, ENST00000328194, ENST00000680294, ENST00000680742, ENST00000679568, ENST00000680470, ENST00000530044"
6,8,"ENST00000681203, ENST00000680252, ENST00000530780, ENST00000328194, ENST00000533737, ENST00000679568, ENST00000680470, ENST00000530044"
6,12,"ENST00000636571, ENST00000637915, ENST00000433655, ENST00000678991, ENST00000429746, ENST00000637387, ENST00000236671, ENST00000637815, ENST00000636615, ENST00000636397, ENST00000438213, ENST00000367196"
6,2,"ENST00000679568, ENST00000533737"
6,2,"ENST00000299498, ENST00000524790"
6,1,ENST00000433961
6,6,"ENST00000527542, ENST00000531096, ENST00000524790, ENST00000299498, ENST00000524608, ENST00000533558"
6,5,"ENST00000527542, ENST00000531096, ENST00000524790, ENST00000299498, ENST00000533558"
6,1,ENST00000679999
5,6,"ENST00000525701, ENST00000529115, ENST00000531149, ENST00000356187, ENST00000397604, ENST00000354420"
5,3,"ENST00000642928, ENST00000652086, ENST00000426650"
5,1,ENST00000527546
5,5,"ENST00000524486, ENST00000534649, ENST00000347755, ENST00000531286, ENST00000411829"
5,12,"ENST00000526065, ENST00000646065, ENST00000524685, ENST00000532179, ENST00000683283, ENST00000532420, ENST00000525119, ENST00000256194, ENST00000528931, ENST00000527546, ENST00000533389, ENST00000675839"
5,3,"ENST00000614314, ENST00000254584, ENST00000396777"
5,1,ENST00000642046
5,1,ENST00000525701
5,7,"ENST00000313726, ENST00000526757, ENST00000530991, ENST00000526099, ENST00000530438, ENST00000534278, ENST00000534127"
5,1,ENST00000250699
5,10,"ENST00000636571, ENST00000433655, ENST00000678991, ENST00000637387, ENST00000236671, ENST00000637815, ENST00000636615, ENST00000636397, ENST00000438213, ENST00000636843"
5,3,"ENST00000529313, ENST00000530527, ENST00000533738"
5,1,ENST00000527733
5,1,ENST00000530979
5,1,ENST00000534797
5,2,"ENST00000643183, ENST00000533403"
5,2,"ENST00000679382, ENST00000681938"
5,1,ENST00000531688
5,1,ENST00000514226
5,1,ENST00000555531
5,1,ENST00000525502
5,18,"ENST00000673834, ENST00000673626, ENST00000403510, ENST00000529825, ENST00000401424, ENST00000534544, ENST00000531665, ENST00000389707, ENST00000533520, ENST00000673817, ENST00000674108, ENST00000527998, ENST00000530357, ENST00000673888, ENST00000673892, ENST00000529388, ENST00000403290, ENST00000482049"
5,11,"ENST00000528218, ENST00000429541, ENST00000620374, ENST00000438262, ENST00000529678, ENST00000528410, ENST00000343338, ENST00000618467, ENST00000534569, ENST00000526601, ENST00000532539"
5,3,"ENST00000415148, ENST00000428726, ENST00000524922"
5,4,"ENST00000526395, ENST00000397632, ENST00000332725, ENST00000431843"
5,6,"ENST00000526395, ENST00000397632, ENST00000431843, ENST00000531205, ENST00000332725, ENST00000528845"
5,6,"ENST00000414023, ENST00000256196, ENST00000537760, ENST00000534746, ENST00000526063, ENST00000529237"
5,1,ENST00000381153
5,1,ENST00000526439
5,4,"ENST00000680209, ENST00000399808, ENST00000681304, ENST00000681840"
5,5,"ENST00000469307, ENST00000479072, ENST00000464229, ENST00000300730, ENST00000475884"
5,2,"ENST00000417302, ENST00000311189"
5,3,"ENST00000529010, ENST00000323688, ENST00000533738"
5,1,ENST00000532326
5,1,ENST00000481687
5,4,"ENST00000525511, ENST00000465995, ENST00000526529, ENST00000526042"
5,3,"ENST00000545467, ENST00000396222, ENST00000430553"
5,2,"ENST00000531754, ENST00000528657"
5,4,"ENST00000348655, ENST00000397566, ENST00000528413, ENST00000525445"
5,2,"ENST00000389858, ENST00000379214"
5,1,ENST00000641461
5,1,ENST00000685854
5,5,"ENST00000454584, ENST00000534801, ENST00000532398, ENST00000278187, ENST00000528582"
5,5,"ENST00000454584, ENST00000524701, ENST00000278187, ENST00000532398, ENST00000528582"
5,4,"ENST00000634992, ENST00000635674, ENST00000511927, ENST00000501599"
5,1,ENST00000413872
5,2,"ENST00000649187, ENST00000532326"
5,8,"ENST00000530181, ENST00000650027, ENST00000533792, ENST00000299492, ENST00000528883, ENST00000684215, ENST00000684123, ENST00000529575"
5,1,ENST00000331079
5,2,"ENST00000684123, ENST00000299492"
5,2,"ENST00000536068, ENST00000278314"
5,1,ENST00000419348
5,5,"ENST00000528947, ENST00000526873, ENST00000527790, ENST00000684123, ENST00000299492"
5,1,ENST00000527884
5,7,"ENST00000685854, ENST00000690068, ENST00000683307, ENST00000692634, ENST00000382409, ENST00000527170, ENST00000687329"
5,1,ENST00000176195
5,2,"ENST00000397472, ENST00000465313"
5,6,"ENST00000534603, ENST00000319863, ENST00000397472, ENST00000526325, ENST00000528309, ENST00000526650"
5,1,ENST00000524678
5,8,"ENST00000532484, ENST00000320230, ENST00000481290, ENST00000628067, ENST00000625419, ENST00000531214, ENST00000531437, ENST00000627843"
5,1,ENST00000531481
5,2,"ENST00000381153, ENST00000456145"
5,4,"ENST00000278224, ENST00000380525, ENST00000529772, ENST00000397111"
5,1,ENST00000526852
5,1,ENST00000530502
5,12,"ENST00000530613, ENST00000527494, ENST00000265965, ENST00000532546, ENST00000532265, ENST00000532389, ENST00000530925, ENST00000525920, ENST00000525422, ENST00000529151, ENST00000529728, ENST00000528200"
5,9,"ENST00000530613, ENST00000527494, ENST00000265965, ENST00000532546, ENST00000532265, ENST00000525422, ENST00000529151, ENST00000529728, ENST00000528200"
5,1,ENST00000527343
5,5,"ENST00000526711, ENST00000527121, ENST00000532063, ENST00000537806, ENST00000420936"
5,16,"ENST00000527723, ENST00000526152, ENST00000532484, ENST00000320230, ENST00000528936, ENST00000531534, ENST00000531214, ENST00000456706, ENST00000627843, ENST00000533385, ENST00000625752, ENST00000629634, ENST00000628067, ENST00000529066, ENST00000625419, ENST00000528606"
5,1,ENST00000526115
5,11,"ENST00000531754, ENST00000644683, ENST00000644218, ENST00000642892, ENST00000299427, ENST00000528657, ENST00000644810, ENST00000533371, ENST00000644933, ENST00000645620, ENST00000647209"
5,1,ENST00000300013
5,2,"ENST00000640081, ENST00000640961"
5,1,ENST00000638764
5,5,"ENST00000350638, ENST00000640231, ENST00000640081, ENST00000638917, ENST00000640961"
5,2,"ENST00000413872, ENST00000416188"
5,8,"ENST00000687296, ENST00000315204, ENST00000534493, ENST00000396672, ENST00000358872, ENST00000418597, ENST00000447869, ENST00000524760"
5,1,ENST00000531848
5,1,ENST00000419822
5,10,"ENST00000682424, ENST00000644218, ENST00000645285, ENST00000642892, ENST00000299427, ENST00000644810, ENST00000533371, ENST00000645620, ENST00000647152, ENST00000643516"
5,6,"ENST00000529749, ENST00000526776, ENST00000648582, ENST00000530023, ENST00000532287, ENST00000278200"
5,2,"ENST00000396950, ENST00000641638"
5,2,"ENST00000342245, ENST00000527275"
5,1,ENST00000692716
5,9,"ENST00000529539, ENST00000429789, ENST00000323578, ENST00000454838, ENST00000534207, ENST00000528581, ENST00000528521, ENST00000436108, ENST00000449825"
5,2,"ENST00000396553, ENST00000524866"
5,3,"ENST00000396991, ENST00000532017, ENST00000528216"
5,1,ENST00000616714
5,6,"ENST00000680197, ENST00000680619, ENST00000681833, ENST00000527146, ENST00000616316, ENST00000533141"
5,1,ENST00000530175
5,3,"ENST00000529937, ENST00000532837, ENST00000382743"
5,1,ENST00000530156
5,5,"ENST00000527938, ENST00000530541, ENST00000525159, ENST00000317204, ENST00000263646"
5,1,ENST00000444303
5,10,"ENST00000454838, ENST00000429789, ENST00000323578, ENST00000531859, ENST00000528426, ENST00000528581, ENST00000533056, ENST00000534254, ENST00000436108, ENST00000449825"
5,1,ENST00000532365
5,1,ENST00000525403
5,13,"ENST00000680197, ENST00000680344, ENST00000681833, ENST00000681276, ENST00000680619, ENST00000616316, ENST00000680081, ENST00000399817, ENST00000680261, ENST00000681810, ENST00000681914, ENST00000681900, ENST00000533141"
5,15,"ENST00000464441, ENST00000396993, ENST00000532523, ENST00000496834, ENST00000464229, ENST00000300730, ENST00000532017, ENST00000465307, ENST00000464906, ENST00000396986, ENST00000278243, ENST00000477358, ENST00000396991, ENST00000493547, ENST00000528216"
5,6,"ENST00000438144, ENST00000396597, ENST00000496276, ENST00000396602, ENST00000531943, ENST00000534265"
5,13,"ENST00000524661, ENST00000532017, ENST00000300730, ENST00000489571, ENST00000464906, ENST00000464261, ENST00000396986, ENST00000477358, ENST00000459679, ENST00000396991, ENST00000493547, ENST00000475884, ENST00000528216"
5,4,"ENST00000527938, ENST00000317204, ENST00000527886, ENST00000525159"
4,3,"ENST00000528731, ENST00000339994, ENST00000682350"
4,1,ENST00000525235
4,5,"ENST00000323688, ENST00000533773, ENST00000527735, ENST00000646648, ENST00000529010"
4,9,"ENST00000396525, ENST00000526148, ENST00000530702, ENST00000524932, ENST00000527526, ENST00000339995, ENST00000528562, ENST00000532570, ENST00000525681"
4,1,ENST00000422465
4,10,"ENST00000524564, ENST00000530067, ENST00000525319, ENST00000526854, ENST00000529937, ENST00000529055, ENST00000525237, ENST00000532956, ENST00000532837, ENST00000382743"
4,7,"ENST00000528656, ENST00000532919, ENST00000527651, ENST00000526596, ENST00000616714, ENST00000300737, ENST00000532610"
4,3,"ENST00000525782, ENST00000524711, ENST00000524896"
4,5,"ENST00000332351, ENST00000448076, ENST00000639563, ENST00000379077, ENST00000452863"
4,5,"ENST00000527494, ENST00000265965, ENST00000529151, ENST00000528200, ENST00000525422"
4,8,"ENST00000530613, ENST00000265965, ENST00000532265, ENST00000532389, ENST00000525920, ENST00000525422, ENST00000529728, ENST00000528200"
4,2,"ENST00000531498, ENST00000646038"
4,3,"ENST00000527343, ENST00000526072, ENST00000464784"
4,11,"ENST00000525776, ENST00000530067, ENST00000528469, ENST00000529382, ENST00000525319, ENST00000526854, ENST00000529055, ENST00000525237, ENST00000532956, ENST00000532837, ENST00000382743"
4,10,"ENST00000525776, ENST00000530067, ENST00000528469, ENST00000529382, ENST00000525319, ENST00000526854, ENST00000529055, ENST00000532956, ENST00000532837, ENST00000382743"
4,1,ENST00000529368
4,3,"ENST00000646648, ENST00000533773, ENST00000530527"
4,11,"ENST00000608704, ENST00000608435, ENST00000609331, ENST00000311051, ENST00000608394, ENST00000608655, ENST00000299402, ENST00000608645, ENST00000530885, ENST00000529890, ENST00000609360"
4,1,ENST00000429541
4,1,ENST00000534746
4,2,"ENST00000309357, ENST00000529942"
4,2,"ENST00000439561, ENST00000534234"
4,14,"ENST00000454838, ENST00000429789, ENST00000323578, ENST00000531859, ENST00000528426, ENST00000528581, ENST00000525840, ENST00000525225, ENST00000533056, ENST00000533059, ENST00000534254, ENST00000530939, ENST00000436108, ENST00000449825"
4,4,"ENST00000532057, ENST00000531080, ENST00000526785, ENST00000265651"
4,2,"ENST00000529876, ENST00000525005"
4,8,"ENST00000528218, ENST00000529228, ENST00000620374, ENST00000525313, ENST00000005082, ENST00000399602, ENST00000526601, ENST00000533036"
4,6,"ENST00000352303, ENST00000431206, ENST00000382671, ENST00000525665, ENST00000529372, ENST00000532097"
4,4,"ENST00000429541, ENST00000532539, ENST00000620374, ENST00000343338"
4,2,"ENST00000531308, ENST00000529068"
4,4,"ENST00000524486, ENST00000525028, ENST00000411829, ENST00000347755"
4,14,"ENST00000397304, ENST00000446240, ENST00000453458, ENST00000278317, ENST00000381579, ENST00000381563, ENST00000641787, ENST00000381558, ENST00000381557, ENST00000344578, ENST00000397301, ENST00000381589, ENST00000641225, ENST00000641119"
4,5,"ENST00000355661, ENST00000531066, ENST00000636090, ENST00000636113, ENST00000530489"
4,1,ENST00000528665
4,3,"ENST00000321505, ENST00000658780, ENST00000265654"
4,5,"ENST00000525701, ENST00000529115, ENST00000531149, ENST00000397604, ENST00000356187"
4,2,"ENST00000531504, ENST00000456517"
4,1,ENST00000524775
4,1,ENST00000265983
4,2,"ENST00000529351, ENST00000531214"
4,1,ENST00000528469
4,1,ENST00000345851
4,1,ENST00000397583
4,3,"ENST00000422559, ENST00000454443, ENST00000687296"
4,6,"ENST00000531751, ENST00000531581, ENST00000530436, ENST00000532452, ENST00000300013, ENST00000524803"
4,4,"ENST00000417164, ENST00000528338, ENST00000250018, ENST00000682019"
4,8,"ENST00000527468, ENST00000528357, ENST00000526104, ENST00000527728, ENST00000325207, ENST00000527696, ENST00000526982, ENST00000530889"
4,2,"ENST00000644933, ENST00000645285"
4,2,"ENST00000380996, ENST00000333256"
4,3,"ENST00000677121, ENST00000651655, ENST00000533626"
4,1,ENST00000542179
4,6,"ENST00000533182, ENST00000397566, ENST00000397570, ENST00000528413, ENST00000348655, ENST00000525445"
4,7,"ENST00000533182, ENST00000348655, ENST00000532326, ENST00000532788, ENST00000533190, ENST00000330243, ENST00000525445"
4,1,ENST00000459679
4,1,ENST00000683307
4,4,"ENST00000493547, ENST00000464261, ENST00000459679, ENST00000490830"
4,3,"ENST00000527405, ENST00000280467, ENST00000396005"
4,5,"ENST00000636097, ENST00000529903, ENST00000414517, ENST00000610573, ENST00000278319"
4,2,"ENST00000526358, ENST00000447399"
4,1,ENST00000382762
4,3,"ENST00000524701, ENST00000278187, ENST00000630668"
4,1,ENST00000683437
4,1,ENST00000300038
4,6,"ENST00000682266, ENST00000324559, ENST00000682341, ENST00000683411, ENST00000684663, ENST00000683437"
4,1,ENST00000533190
4,11,"ENST00000464441, ENST00000396993, ENST00000532523, ENST00000496834, ENST00000300730, ENST00000396986, ENST00000278243, ENST00000477358, ENST00000396991, ENST00000493547, ENST00000528216"
4,2,"ENST00000620009, ENST00000532666"
4,3,"ENST00000414822, ENST00000440480, ENST00000430149"
4,1,ENST00000360655
4,7,"ENST00000682424, ENST00000644218, ENST00000645285, ENST00000642892, ENST00000533371, ENST00000299427, ENST00000644810"
4,15,"ENST00000644683, ENST00000682424, ENST00000645285, ENST00000642892, ENST00000644218, ENST00000299427, ENST00000643516, ENST00000647152, ENST00000643439, ENST00000644810, ENST00000533371, ENST00000644933, ENST00000645620, ENST00000647209, ENST00000436873"
